X,Y,FID,GISDBID,Mode,Route,Direction,Stop_Code,Stop,Lat,Lon,Sign_Up,Weekday_On,Weekday_Of,Saturday_O,Saturday_1,Sunday_Ons,Sunday_Off
-8369677.03089826,4864779.809398,1,7644N,Bus,7,Northbound,644,33rd St & Dauphin St Loop,39.992,-75.186088,Fall 2024,0,38,0,34,0,23
-8369658.3292238,4864975.53076835,2,7656N,Bus,7,Northbound,656,York St & 33rd St,39.993347,-75.18592,Fall 2024,13,21,14,12,17,16
-8366738.4189803,4853660.54244195,3,7732N,Bus,7,Northbound,732,Oregon Av & 7th St,39.915431,-75.15969,Fall 2024,56,13,36,14,27,15
-8367263.29037939,4853753.14071141,4,7999N,Bus,7,Northbound,999,Oregon Av & 10th St,39.916069,-75.164405,Fall 2024,35,24,16,15,28,16
-8368497.37825432,4859998.11285636,5,72850N,Bus,7,Northbound,2850,22nd St & Winter St,39.959083,-75.175491,Fall 2024,3,8,1,8,5,2
-8369105.40531303,4861802.76312242,6,72880N,Bus,7,Northbound,2880,27th St & Parrish St,39.971508,-75.180953,Fall 2024,0,6,1,8,0,6
-8369205.70417424,4863281.15044479,7,72886N,Bus,7,Northbound,2886,29th St & Cecil B Moore Av,39.981685,-75.181854,Fall 2024,17,40,12,27,7,16
-8369166.63103297,4863500.66840603,8,72896N,Bus,7,Northbound,2896,29th St & Montgomery Av,39.983196,-75.181503,Fall 2024,6,21,3,14,5,7
-8369239.65661893,4863073.40462824,9,72900N,Bus,7,Northbound,2900,29th St & Oxford St,39.980255,-75.182159,Fall 2024,10,16,6,10,2,14
-8369023.02888985,4864381.8399852,10,72906N,Bus,7,Northbound,2906,29th St & Susquehanna Av,39.989261,-75.180213,Fall 2024,2,19,2,7,1,10
-8368458.30511305,4860249.65489595,11,73107N,Bus,7,Northbound,3107,22nd St & Ben Franklin Pkwy,39.960815,-75.17514,Fall 2024,2,8,2,6,2,6
-8368296.11261497,4861177.16230304,12,73124N,Bus,7,Northbound,3124,22nd St & Fairmount Av,39.967201,-75.173683,Fall 2024,9,45,3,42,2,25
-8368341.97624517,4860902.79350974,13,73129N,Bus,7,Northbound,3129,22nd St & Green St,39.965312,-75.174095,Fall 2024,2,17,3,6,2,9
-8368322.38401479,4861020.29620986,14,73145N,Bus,7,Northbound,3145,22nd St & Mt Vernon St,39.966121,-75.173919,Fall 2024,0,4,0,0,1,1
-8368526.21000243,4859804.81322796,15,73155N,Bus,7,Northbound,3155,22nd St & Race St,39.957752,-75.17575,Fall 2024,7,15,4,14,4,14
-8368376.7079263,4860700.61659293,16,73167N,Bus,7,Northbound,3167,22nd St & Spring Garden St,39.96392,-75.174407,Fall 2024,22,40,9,20,6,15
-8369059.54168283,4864158.52496425,17,73195N,Bus,7,Northbound,3195,29th St & Diamond St,39.987724,-75.180541,Fall 2024,3,14,4,11,1,5
-8369274.49961955,4862867.6969708,18,73201N,Bus,7,Northbound,3201,29th St & Jefferson St,39.978839,-75.182472,Fall 2024,9,18,3,16,3,8
-8369129.22768406,4861649.80901455,19,714939N,Bus,7,Northbound,14939,27th St & Brown St,39.970455,-75.181167,Fall 2024,0,15,0,9,0,10
-8364988.03130706,4854129.63848409,20,715272N,Bus,7,Northbound,15272,Weccacoe Av & Wolf St,39.918663,-75.143966,Fall 2024,13,0,15,1,10,3
-8369120.76740276,4861398.2315045,21,715955N,Bus,7,Northbound,15955,Pennsylvania Av & 27th St - MBNS,39.968723,-75.181091,Fall 2024,2,8,0,3,2,2
-8368636.6389373,4864803.05746566,22,716389N,Bus,7,Northbound,16389,York St & 27th St - FS,39.99216,-75.176742,Fall 2024,2,22,0,11,1,12
-8368756.4187094,4864824.12607402,23,716390N,Bus,7,Northbound,16390,York St & 28th St,39.992305,-75.177818,Fall 2024,1,18,1,14,2,4
-8368940.65246666,4864854.63931025,24,716391N,Bus,7,Northbound,16391,York St & 29th St,39.992515,-75.179473,Fall 2024,10,24,5,20,3,14
-8369120.76740276,4864886.31505473,25,716392N,Bus,7,Northbound,16392,York St & 30th St,39.992733,-75.181091,Fall 2024,3,17,0,6,1,8
-8369298.21067109,4864915.08485522,26,716393N,Bus,7,Northbound,16393,York St & 31st St,39.992931,-75.182685,Fall 2024,3,14,1,8,3,4
-8369471.53511825,4864944.43594975,27,716394N,Bus,7,Northbound,16394,York St & 32nd St,39.993133,-75.184242,Fall 2024,0,9,0,6,1,4
-8366391.99272495,4853603.06808788,28,716496N,Bus,7,Northbound,16496,Oregon Av & 5th St,39.915035,-75.156578,Fall 2024,64,16,59,17,49,11
-8366559.30591961,4853633.54687062,29,716497N,Bus,7,Northbound,16497,Oregon Av & 6th St,39.915245,-75.158081,Fall 2024,35,15,13,6,19,4
-8365243.73217741,4853401.47506386,30,717361N,Bus,7,Northbound,17361,Oregon Av & Vandalia St,39.913646,-75.146263,Fall 2024,1,0,0,0,0,0
-8365388.89279341,4853435.29131887,31,717362N,Bus,7,Northbound,17362,Oregon Av & Swanson St,39.913879,-75.147567,Fall 2024,1,1,3,0,3,1
-8365645.3729002,4853478.9768658,32,717364N,Bus,7,Northbound,17364,Oregon Av & Front St,39.91418,-75.149871,Fall 2024,22,3,13,7,10,3
-8369006.10832724,4861274.62387391,33,719699N,Bus,7,Northbound,19699,Pennsylvania Av & 26th St,39.967872,-75.180061,Fall 2024,1,5,1,4,3,2
-8369080.80370557,4854053.14761262,34,721346N,Bus,7,Northbound,21346,Oregon Av & 20th St,39.918136,-75.180732,Fall 2024,49,45,38,37,34,29
-8368573.743425,4859542.24545393,35,721436N,Bus,7,Northbound,21436,22nd St & Arch St,39.955944,-75.176177,Fall 2024,50,24,29,18,23,10
-8368784.47122108,4858260.87489789,36,722277N,Bus,7,Northbound,22277,22nd St & Pine St,39.94712,-75.17807,Fall 2024,18,5,7,3,6,3
-8368750.40745689,4858466.34193586,37,722278N,Bus,7,Northbound,22278,22nd St & Spruce St,39.948535,-75.177764,Fall 2024,9,12,8,10,11,10
-8368720.68515285,4858644.22319265,38,722279N,Bus,7,Northbound,22279,22nd St & Locust St,39.94976,-75.177497,Fall 2024,17,20,11,14,10,10
-8365048.36647107,4855398.1374527,39,723977N,Bus,7,Northbound,23977,Tasker St & Columbus Blvd,39.927402,-75.144508,Fall 2024,12,0,7,0,5,0
-8365338.79902255,4854527.63274572,40,724265N,Bus,7,Northbound,24265,Snyder Av & Water St - MBFS,39.921405,-75.147117,Fall 2024,3,2,5,1,5,4
-8365245.40196978,4854512.68227202,41,724266N,Bus,7,Northbound,24266,Snyder Av & Swanson St,39.921302,-75.146278,Fall 2024,27,3,29,4,20,5
-8366912.5226639,4853691.60195343,42,724308N,Bus,7,Northbound,24308,Oregon Av & 8th St,39.915645,-75.161254,Fall 2024,49,12,24,17,25,10
-8365816.91623551,4853509.45526806,43,724351N,Bus,7,Northbound,24351,Oregon Av & 2nd St,39.91439,-75.151412,Fall 2024,46,14,31,12,30,6
-8365998.70096398,4853537.17618174,44,724352N,Bus,7,Northbound,24352,Oregon Av & 3rd St,39.914581,-75.153045,Fall 2024,28,6,16,11,16,5
-8366209.31744056,4853571.42830751,45,724353N,Bus,7,Northbound,24353,Oregon Av & 4th St,39.914817,-75.154937,Fall 2024,63,21,61,21,50,9
-8367086.6263475,4853721.50045336,46,724359N,Bus,7,Northbound,24359,Oregon Av & 9th St,39.915851,-75.162818,Fall 2024,57,17,19,6,9,13
-8367438.28461891,4853780.71716525,47,724360N,Bus,7,Northbound,24360,Oregon Av & 11th St,39.916259,-75.165977,Fall 2024,20,20,16,17,7,19
-8367611.49774659,4853808.43883544,48,724361N,Bus,7,Northbound,24361,Oregon Av & 12th St,39.91645,-75.167533,Fall 2024,15,6,8,5,7,7
-8367784.82219375,4853838.91824791,49,724362N,Bus,7,Northbound,24362,Oregon Av & 13th St,39.91666,-75.16909,Fall 2024,4,10,4,11,5,6
-8368205.16459099,4853907.56983833,50,724363N,Bus,7,Northbound,24363,Oregon Av & 15th St,39.917133,-75.172866,Fall 2024,21,9,9,9,12,10
-8368381.04938644,4853937.46898788,51,724364N,Bus,7,Northbound,24364,Oregon Av & 16th St,39.917339,-75.174446,Fall 2024,9,11,1,10,4,8
-8368555.93230648,4853964.61052676,52,724365N,Bus,7,Northbound,24365,Oregon Av & 17th St,39.917526,-75.176017,Fall 2024,8,12,2,3,4,4
-8368731.81710193,4853995.09041812,53,724366N,Bus,7,Northbound,24366,Oregon Av & 18th St,39.917736,-75.177597,Fall 2024,6,2,6,3,3,1
-8368945.77316323,4854031.08583876,54,724367N,Bus,7,Northbound,24367,Oregon Av & 19th St - FS,39.917984,-75.179519,Fall 2024,14,25,6,15,3,18
-8369293.98053044,4854089.14324352,55,724369N,Bus,7,Northbound,24369,Oregon Av & 21st St,39.918384,-75.182647,Fall 2024,12,14,5,7,6,7
-8369468.08421404,4854117.44635129,56,724407N,Bus,7,Northbound,24407,Oregon Av & 22nd St,39.918579,-75.184211,Fall 2024,11,13,7,11,1,3
-8369718.66438781,4854158.95772181,57,724408N,Bus,7,Northbound,24408,Oregon Av & 23rd St - FS,39.918865,-75.186462,Fall 2024,22,45,24,43,18,37
-8365094.23010128,4853377.67313362,58,724837N,Bus,7,Northbound,24837,Oregon Av & Weccacoe St - MBFS,39.913482,-75.14492,Fall 2024,31,1,11,0,2,0
-8364872.59299511,4853339.50308397,59,724838N,Bus,7,Northbound,24838,Oregon Av & Weccacoe St - MBFS,39.913219,-75.142929,Fall 2024,0,0,1,0,1,0
-8369591.20357085,4854698.76646906,60,724912N,Bus,7,Northbound,24912,Passyunk Av & 23rd St,39.922584,-75.185317,Fall 2024,50,26,22,7,18,8
-8366297.70511625,4853413.08578223,61,724973N,Bus,7,Northbound,24973,Whitman Plaza - 2,39.913726,-75.155731,Fall 2024,0,0,0,0,0,0
-8368832.78388008,4857975.69659625,62,725069N,Bus,7,Northbound,25069,22nd St & South St,39.945156,-75.178504,Fall 2024,36,52,24,28,25,21
-8368806.51248025,4858128.44892499,63,725072N,Bus,7,Northbound,25072,22nd St & Lombard St,39.946208,-75.178268,Fall 2024,15,23,9,16,5,5
-8365110.37142744,4855776.87507704,64,725121N,Bus,7,Northbound,25121,Reed St & Columbus Blvd - MBFS,39.930011,-75.145065,Fall 2024,8,0,14,0,9,0
-8365291.26559998,4855628.5138893,65,725124N,Bus,7,Northbound,25124,Front St & Dickinson St,39.928989,-75.14669,Fall 2024,6,0,4,0,7,0
-8365320.0973481,4855480.59040928,66,725126N,Bus,7,Northbound,25126,Front St & Greenwich St,39.92797,-75.146949,Fall 2024,9,0,3,0,3,0
-8365349.81965214,4855270.24962526,67,725128N,Bus,7,Northbound,25128,Front St & Morris St,39.926521,-75.147216,Fall 2024,7,0,7,0,5,0
-8365424.62634995,4854918.53029643,68,725130N,Bus,7,Northbound,25130,Front St & Mifflin St,39.924098,-75.147888,Fall 2024,18,0,10,0,8,0
-8365455.12789043,4854745.21548596,69,725132N,Bus,7,Northbound,25132,Front St & McKean St,39.922904,-75.148162,Fall 2024,8,0,4,0,2,0
-8369360.21562746,4854831.14673951,70,725136N,Bus,7,Northbound,25136,22nd St & Wolf St,39.923496,-75.183242,Fall 2024,37,15,16,9,12,10
-8369332.27443527,4855009.97902761,71,725137N,Bus,7,Northbound,25137,22nd St & Jackson St,39.924728,-75.182991,Fall 2024,30,16,16,16,11,7
-8369299.99178294,4855184.89521465,72,725138N,Bus,7,Northbound,25138,22nd St & Snyder Av,39.925933,-75.182701,Fall 2024,53,39,24,18,17,18
-8369269.37892297,4855372.15330006,73,725139N,Bus,7,Northbound,25139,22nd St & McKean St,39.927223,-75.182426,Fall 2024,32,39,14,13,20,9
-8369238.766063,4855548.81784483,74,725140N,Bus,7,Northbound,25140,22nd St & Mifflin St,39.92844,-75.182151,Fall 2024,39,23,19,18,15,13
-8369204.81361831,4855731.00190963,75,725141N,Bus,7,Northbound,25141,22nd St & Moore St,39.929695,-75.181846,Fall 2024,35,42,20,24,17,19
-8369180.21201085,4855902.59186807,76,725142N,Bus,7,Northbound,25142,22nd St & Morris St,39.930877,-75.181625,Fall 2024,51,31,28,24,20,17
-8369148.81991444,4856075.92686486,77,725143N,Bus,7,Northbound,25143,22nd St & Tasker St,39.932071,-75.181343,Fall 2024,40,56,25,33,20,30
-8369119.87684684,4856255.94296005,78,725144N,Bus,7,Northbound,25144,22nd St & Dickinson St,39.933311,-75.181083,Fall 2024,44,29,27,23,20,16
-8369090.15454279,4856428.12269606,79,725145N,Bus,7,Northbound,25145,22nd St & Reed St,39.934497,-75.180816,Fall 2024,31,19,15,8,16,10
-8369059.54168283,4856602.6283059,80,725146N,Bus,7,Northbound,25146,22nd St & Wharton St,39.935699,-75.180541,Fall 2024,41,26,24,22,15,8
-8369033.270283,4856768.71635858,81,725147N,Bus,7,Northbound,25147,22nd St & Oakford St,39.936843,-75.180305,Fall 2024,21,13,10,8,8,7
-8369012.00826026,4856903.30198312,82,725148N,Bus,7,Northbound,25148,22nd St & Federal St,39.93777,-75.180114,Fall 2024,21,11,8,11,7,9
-8368995.86693409,4856995.34972761,83,725149N,Bus,7,Northbound,25149,22nd St & Ellsworth St,39.938404,-75.179969,Fall 2024,10,7,6,3,6,5
-8368944.9939268,4857314.32934567,84,725150N,Bus,7,Northbound,25150,22nd St & Carpenter St,39.940601,-75.179512,Fall 2024,16,9,13,6,11,3
-8368919.50176341,4857453.27815302,85,725151N,Bus,7,Northbound,25151,22nd St & Christian St,39.941558,-75.179283,Fall 2024,19,14,10,5,7,4
-8368902.46988132,4857561.30239298,86,725152N,Bus,7,Northbound,25152,22nd St & Catherine St,39.942302,-75.17913,Fall 2024,11,8,7,4,13,7
-8368875.30792556,4857715.355122,87,725153N,Bus,7,Northbound,25153,22nd St & Fitzwater St,39.943363,-75.178886,Fall 2024,12,8,14,6,7,3
-8368854.04590282,4857856.48752282,88,725154N,Bus,7,Northbound,25154,22nd St & Bainbridge St,39.944335,-75.178695,Fall 2024,17,2,4,5,5,10
-8368658.68019648,4859026.42455401,89,725155N,Bus,7,Northbound,25155,22nd St & Chestnut St,39.952392,-75.17694,Fall 2024,34,78,22,52,21,40
-8368622.1674035,4859242.5084272,90,725156N,Bus,7,Northbound,25156,22nd St & Market St,39.95388,-75.176612,Fall 2024,126,198,71,104,53,99
-8368414.11127521,4860516.16279567,91,725157N,Bus,7,Northbound,25157,22nd St & Pennsylvania Av,39.96265,-75.174743,Fall 2024,19,55,17,35,19,37
-8368470.21629857,4861204.75937207,92,725158N,Bus,7,Northbound,25158,Fairmount Av & 23rd St,39.967391,-75.175247,Fall 2024,11,26,12,11,4,11
-8368649.32935925,4861210.4240431,93,725160N,Bus,7,Northbound,25160,Fairmount Av & 24th St,39.96743,-75.176856,Fall 2024,5,17,0,13,6,14
-8369001.8781866,4862426.07911064,94,725170N,Bus,7,Northbound,25170,27th St & Thompson St,39.975799,-75.180023,Fall 2024,3,28,1,12,1,13
-8368995.08769766,4862638.89579145,95,725172N,Bus,7,Northbound,25172,Master St & 27th St - FS,39.977264,-75.179962,Fall 2024,4,36,0,23,1,15
-8369120.76740276,4862659.95980661,96,725174N,Bus,7,Northbound,25174,Master St & 28th St,39.977409,-75.181091,Fall 2024,0,11,0,1,0,4
-8369298.21067109,4862688.72315468,97,725175N,Bus,7,Northbound,25175,Master St & 29th St,39.977607,-75.182685,Fall 2024,8,22,10,16,1,14
-8369104.6260766,4863874.19424221,98,725184N,Bus,7,Northbound,25184,29th St & Sedgley Av,39.985767,-75.180946,Fall 2024,1,27,1,11,0,12
-8368646.88033046,4864554.16067083,99,725190N,Bus,7,Northbound,25190,27th St & Dauphin St,39.990447,-75.176834,Fall 2024,0,11,0,12,0,10
-8365484.07095804,4854576.9839836,100,730098N,Bus,7,Northbound,30098,Front St & Snyder Av,39.921745,-75.148422,Fall 2024,15,14,12,18,9,8
-8364786.76566771,4853647.91547204,101,730099N,Bus,7,Northbound,30099,Weccacoe St & Oregon Av - MBNS,39.915344,-75.142158,Fall 2024,20,0,22,1,13,0
-8369767.08836631,4854641.7215672,102,730100N,Bus,7,Northbound,30100,24th St & Passyunk Av,39.922191,-75.186897,Fall 2024,41,31,30,27,18,18
-8368694.41375302,4858807.58633663,103,730101N,Bus,7,Northbound,30101,22nd St & Walnut St,39.950885,-75.177261,Fall 2024,23,89,20,48,17,43
-8368833.67443601,4861213.76474804,104,730102N,Bus,7,Northbound,30102,Fairmount Av & 25th St,39.967453,-75.178512,Fall 2024,5,25,5,20,0,24
-8369085.03384622,4864003.35522128,105,730103N,Bus,7,Northbound,30103,29th St & Ridge Av,39.986656,-75.18077,Fall 2024,6,29,7,22,4,16
-8368707.9947309,4864339.12351578,106,730104N,Bus,7,Northbound,30104,Susquehanna Av & 27th St,39.988967,-75.177383,Fall 2024,4,19,3,10,3,6
-8365409.26426022,4854539.8253817,107,730890N,Bus,7,Northbound,30890,Snyder Av & Water St,39.921489,-75.14775,Fall 2024,4,11,4,2,3,2
-8364937.93753621,4854010.47554164,108,731099N,Bus,7,Northbound,31099,Weccacoe Av & Wolf St - FS,39.917842,-75.143516,Fall 2024,0,0,0,0,0,0
-8369806.94074401,4854418.62543872,109,731100N,Bus,7,Northbound,31100,24th St & Oregon Av - MBFS,39.920654,-75.187255,Fall 2024,16,9,10,5,10,3
-8368860.83639176,4864364.11408102,110,731101N,Bus,7,Northbound,31101,Susquehanna Av & 28th St,39.989139,-75.178756,Fall 2024,0,10,0,6,1,5
-8364651.73512538,4853320.63581318,111,731655N,Bus,7,Northbound,31655,Weccacoe St & Oregon Av,39.913089,-75.140945,Fall 2024,6,0,2,1,3,0
-8369391.71904335,4862255.97431398,112,792S,Bus,7,Southbound,92,29th St & Girard Av,39.974628,-75.183525,Fall 2024,52,53,41,33,28,26
-8368769.99968727,4859248.02675972,113,793S,Bus,7,Southbound,93,23rd St & Market St - FS,39.953918,-75.17794,Fall 2024,0,1,1,3,2,1
-8369169.97061769,4857196.87047986,114,794S,Bus,7,Southbound,94,23rd St & Washington Av,39.939792,-75.181533,Fall 2024,27,27,11,13,10,11
-8369289.75038979,4854056.48591162,115,795S,Bus,7,Southbound,95,Oregon Av & 21st St - FS,39.918159,-75.182609,Fall 2024,11,4,8,11,9,8
-8369067.22272769,4854017.15211209,116,796S,Bus,7,Southbound,96,Oregon Av & 20th St - FS,39.917888,-75.18061,Fall 2024,58,53,38,30,32,25
-8367997.1084627,4853842.8370363,117,798S,Bus,7,Southbound,98,Oregon Av & Broad St - FS,39.916687,-75.170997,Fall 2024,250,117,139,59,127,55
-8366380.08153943,4853280.28900042,118,799S,Bus,7,Southbound,99,Whitman Plaza - 1,39.912811,-75.156471,Fall 2024,0,1,0,0,0,0
-8364732.4417562,4855094.75130143,119,7101S,Bus,7,Southbound,101,Pier 70 WalMart & Home Depot,39.925312,-75.14167,Fall 2024,0,182,0,204,0,156
-8368893.11904409,4858510.19481515,120,7315S,Bus,7,Southbound,315,23rd St & Spruce St,39.948837,-75.179046,Fall 2024,15,5,8,5,7,6
-8369677.03089826,4864779.809398,121,7644S,Bus,7,Southbound,644,33rd St & Dauphin St Loop,39.992,-75.186088,Fall 2024,51,0,39,0,33,0
-8369092.71489108,4864042.72858743,122,7747S,Bus,7,Southbound,747,29th St & Ridge Av,39.986927,-75.180839,Fall 2024,42,6,30,1,34,10
-8368566.95293606,4860773.23713816,123,7748S,Bus,7,Southbound,748,23rd St & Spring Garden St,39.96442,-75.176116,Fall 2024,14,8,14,4,10,4
-8367479.91810847,4853753.57612851,124,71182S,Bus,7,Southbound,1182,Oregon Av & 11th St,39.916072,-75.166351,Fall 2024,17,22,10,22,17,21
-8368465.09560199,4861381.09192916,125,72854S,Bus,7,Southbound,2854,23rd St & Aspen St,39.968605,-75.175201,Fall 2024,2,0,4,0,1,0
-8368534.78160323,4860961.61730818,126,72863S,Bus,7,Southbound,2863,23rd St & Green St,39.965717,-75.175827,Fall 2024,11,2,6,1,6,0
-8369218.39459619,4863309.47975664,127,72887S,Bus,7,Southbound,2887,29th St & Cecil B Moore Av,39.98188,-75.181968,Fall 2024,50,18,31,7,24,7
-8369286.41080506,4862893.26492223,128,72891S,Bus,7,Southbound,2891,29th St & Jefferson St,39.979015,-75.182579,Fall 2024,26,4,11,3,14,1
-8369319.47269383,4862696.56771862,129,72895S,Bus,7,Southbound,2895,29th St & Master St,39.977661,-75.182876,Fall 2024,31,2,20,2,20,2
-8369446.04295486,4861925.21526038,130,72899S,Bus,7,Southbound,2899,29th St & Ogden St - FS,39.972351,-75.184013,Fall 2024,3,0,1,0,1,1
-8369251.56780444,4863101.0069688,131,72901S,Bus,7,Southbound,2901,29th St & Oxford St,39.980445,-75.182266,Fall 2024,19,11,22,1,20,2
-8369470.64456233,4861788.23746485,132,72902S,Bus,7,Southbound,2902,29th St & Pennsylvania Av,39.971408,-75.184234,Fall 2024,2,0,2,0,3,0
-8369424.78093212,4862069.16745115,133,72903S,Bus,7,Southbound,2903,29th St & Poplar St,39.973342,-75.183822,Fall 2024,12,5,15,2,10,4
-8369350.0855538,4862510.91470141,134,72908S,Bus,7,Southbound,2908,29th St & Thompson St,39.976383,-75.183151,Fall 2024,15,2,6,5,6,2
-8368406.43023034,4859540.50277065,135,73092S,Bus,7,Southbound,3092,21st St & Arch St,39.955932,-75.174674,Fall 2024,30,11,8,12,8,16
-8368360.67791963,4859803.65140836,136,73098S,Bus,7,Southbound,3098,21st St & Race St,39.957744,-75.174263,Fall 2024,9,6,12,3,4,2
-8368334.29520031,4859970.37391062,137,73103S,Bus,7,Southbound,3103,21st St & Winter St - FS,39.958892,-75.174026,Fall 2024,9,0,7,2,8,1
-8369071.45286834,4864185.69444783,138,73196S,Bus,7,Southbound,3196,29th St & Diamond St,39.987911,-75.180648,Fall 2024,12,0,11,4,5,3
-8368439.6034386,4861537.81846968,139,75369S,Bus,7,Southbound,5369,Brown St & 23rd St,39.969684,-75.174972,Fall 2024,30,6,5,1,7,1
-8368615.37691456,4861563.81875596,140,75370S,Bus,7,Southbound,5370,Brown St & 24th St,39.969863,-75.176551,Fall 2024,6,0,6,1,4,2
-8368795.49185066,4861592.72418209,141,75371S,Bus,7,Southbound,5371,Brown St & 25th St,39.970062,-75.178169,Fall 2024,9,0,5,0,2,1
-8368974.71623084,4861624.82528158,142,75372S,Bus,7,Southbound,5372,Brown St & 26th St,39.970283,-75.179779,Fall 2024,14,0,9,0,19,1
-8369307.56150831,4861677.98841671,143,75373S,Bus,7,Southbound,5373,Brown St & 28th St,39.970649,-75.182769,Fall 2024,5,1,5,0,1,0
-8368609.47698155,4859269.66446153,144,710281S,Bus,7,Southbound,10281,Market St & 22nd St,39.954067,-75.176498,Fall 2024,85,57,45,38,43,32
-8368940.65246666,4853994.50984789,145,711422S,Bus,7,Southbound,11422,Oregon Av & 19th St,39.917732,-75.179473,Fall 2024,23,3,17,4,7,4
-8366198.29681097,4853538.77267651,146,711468S,Bus,7,Southbound,11468,Oregon Av & 4th St - FS,39.914592,-75.154838,Fall 2024,41,73,38,51,24,46
-8369148.81991444,4861651.98783145,147,714926S,Bus,7,Southbound,14926,Brown St & 27th St,39.97047,-75.181343,Fall 2024,10,0,9,1,5,0
-8368491.36700182,4861214.20049224,148,714927S,Bus,7,Southbound,14927,23rd St & Fairmount Av,39.967456,-75.175437,Fall 2024,35,11,31,12,17,10
-8369537.77021527,4864716.02279205,149,716043S,Bus,7,Southbound,16043,Dauphin St & 32nd St,39.991561,-75.184837,Fall 2024,13,0,6,1,3,1
-8369361.99673931,4864690.59544383,150,716210S,Bus,7,Southbound,16210,Dauphin St & 31st St,39.991386,-75.183258,Fall 2024,7,0,5,1,3,0
-8369182.77235913,4864659.50151798,151,716211S,Bus,7,Southbound,16211,Dauphin St & 30th St,39.991172,-75.181648,Fall 2024,8,0,6,0,7,0
-8369016.23840091,4864628.98888171,152,716212S,Bus,7,Southbound,16212,Dauphin St & 29th St,39.990962,-75.180152,Fall 2024,47,1,28,4,23,3
-8368818.42366577,4864595.86098283,153,716213S,Bus,7,Southbound,16213,Dauphin St & 28th St,39.990734,-75.178375,Fall 2024,9,2,6,1,6,0
-8368668.03103371,4864568.10918775,154,716214S,Bus,7,Southbound,16214,Dauphin St & 27th St,39.990543,-75.177024,Fall 2024,11,0,0,1,6,0
-8368486.35762473,4864539.77628329,155,716215S,Bus,7,Southbound,16215,Dauphin St & 26th St,39.990348,-75.175392,Fall 2024,22,10,15,5,11,3
-8368525.430766,4860666.77560026,156,716566S,Bus,7,Southbound,16566,Pennsylvania Av & Spring Garden St - MBFS,39.963687,-75.175743,Fall 2024,6,5,6,2,12,2
-8368290.99191839,4860226.99842344,157,716569S,Bus,7,Southbound,16569,21st St & Ben Franklin Pkwy,39.960659,-75.173637,Fall 2024,34,5,18,4,18,2
-8367293.90323935,4853724.25808652,158,716591S,Bus,7,Southbound,16591,Oregon Av & 10th St,39.91587,-75.16468,Fall 2024,2,1,0,1,1,4
-8365968.97865993,4853497.84443713,159,718136S,Bus,7,Southbound,18136,Oregon Av & 3rd St,39.91431,-75.152778,Fall 2024,3,30,5,25,2,24
-8365841.62916247,4853477.38038064,160,718137S,Bus,7,Southbound,18137,Oregon Av & 2nd St,39.914169,-75.151634,Fall 2024,4,31,9,15,9,22
-8365674.3159678,4853449.07909534,161,718138S,Bus,7,Southbound,18138,Oregon Av & Front St,39.913974,-75.150131,Fall 2024,11,25,7,23,6,14
-8365369.41188252,4853398.13698484,162,718139S,Bus,7,Southbound,18139,Oregon Av & Swanson St - FS,39.913623,-75.147392,Fall 2024,1,5,0,4,0,5
-8365119.72226467,4853364.46598959,163,718140S,Bus,7,Southbound,18140,Oregon Av & Vandalia St - MBFS,39.913391,-75.145149,Fall 2024,0,26,0,4,1,2
-8364907.32467624,4853330.64997552,164,718141S,Bus,7,Southbound,18141,Oregon Av & Weccacoe Av - MBNS,39.913158,-75.143241,Fall 2024,0,1,0,0,0,0
-8366770.70163263,4853635.14338086,165,718577S,Bus,7,Southbound,18577,Oregon Av & 7th St,39.915256,-75.15998,Fall 2024,16,49,13,30,13,29
-8366589.80746009,4853607.42219398,166,718578S,Bus,7,Southbound,18578,Oregon Av & 6th St,39.915065,-75.158355,Fall 2024,13,42,12,15,9,22
-8369176.76110663,4863545.56049966,167,720430S,Bus,7,Southbound,20430,29th St & Montgomery Av,39.983505,-75.181594,Fall 2024,8,1,10,4,4,1
-8368805.62192433,4859039.78444209,168,720510S,Bus,7,Southbound,20510,23rd St & Chestnut St - FS,39.952484,-75.17826,Fall 2024,91,23,49,7,34,7
-8367827.23491974,4853811.77705225,169,721792S,Bus,7,Southbound,21792,Oregon Av & 13th St,39.916473,-75.169471,Fall 2024,8,8,7,1,6,3
-8367628.52962868,4853777.37895888,170,721794S,Bus,7,Southbound,21794,Oregon Av & 12th St,39.916236,-75.167686,Fall 2024,14,11,9,9,9,5
-8368834.56499193,4858853.03807133,171,722234S,Bus,7,Southbound,22234,23rd St & Walnut St,39.951198,-75.17852,Fall 2024,47,24,31,14,21,11
-8368864.28729598,4858686.91516829,172,722235S,Bus,7,Southbound,22235,23rd St & Locust St,39.950054,-75.178787,Fall 2024,19,3,10,4,13,2
-8368927.96204471,4858301.38714356,173,722236S,Bus,7,Southbound,22236,23rd St & Pine St,39.947399,-75.179359,Fall 2024,8,14,9,9,3,8
-8368949.22406745,4858174.47836672,174,722237S,Bus,7,Southbound,22237,23rd St & Lombard St,39.946525,-75.17955,Fall 2024,12,14,6,3,7,3
-8368974.71623084,4858026.66217866,175,722238S,Bus,7,Southbound,22238,23rd St & South St,39.945507,-75.179779,Fall 2024,66,31,29,22,33,19
